appid,developer_id
792300,22489
329430,50766
1938010,25466
245620,20449
872670,1683
2415010,50385
2429860,23081
362930,3788
537800,41462
707030,41467
237310,25470
1244090,42114
496300,34463
2163330,4376
2171440,31891
2162800,57680
1749630,28682
339340,7693
320,51378
2808930,37977
464060,40275
1571440,30034
423230,48492
1785150,6973
333640,17372
1214280,38621
399810,10844
1137460,36279
115320,39369
242700,33696
242700,21326
764790,42113
1114150,8222
214340,11375
702670,5450
397340,25156
362960,35104
396750,39216
1361000,39733
1285670,53845
47410,16604
1147550,34652
1286350,4370
1404850,49835
1239080,26166
375950,54842
375950,4884
375950,23216
375950,31307
552620,4140
211400,48226
613830,45310
234650,20769
222480,8178
13520,10691
2239550,50646
2795000,21764
249050,1023
388880,34081
1463120,50793
891040,38164
273350,50259
2157110,46520
429790,3841
874260,32085
710920,1840
2513280,44772
1034140,46147
446800,51003
1012790,7834
790740,35870
1259980,31663
952860,59986
108800,10691
99830,10691
1049890,38676
1111460,59712
1111460,59260
2696480,37657
436520,6198
814370,56703
597220,4072
1352080,569
354140,42660
604240,31013
1069740,42910
215280,17673
238370,37315
544750,4544
544750,12980
1281800,41499
678800,34257
1740720,29785
1273710,40949
1273710,45163
1059990,21529
621830,25512
718670,52686
403190,29740
2638370,30976
1942120,57051
614570,3659
2791440,16381
1367550,23199
2440510,50243
242550,50627
290080,6008
1007040,41649
1205450,44472
658850,16457
1372110,10864
573100,49271
324160,51966
519190,41878
470310,11522
227860,42520
356570,37424
356570,26808
1042550,55988
257350,5236
652980,8017
2909110,4613
1475380,27016
2495450,13222
690040,42055
327030,48008
458710,23199
443810,52681
360170,14568
1849250,9617
423880,32353
753420,47075
1865370,29902
224480,54232
934700,11447
913740,57015
616560,7210
656350,48983
242640,10844
375480,46418
469820,17348
496240,13452
398710,12882
2187290,1966
1295510,45310
926990,55701
300600,13181
234040,13181
214420,13181
586140,3469
1249800,41880
1249800,11246
803330,6099
803330,36424
1043810,46742
2901520,48242
2901520,39189
686200,37634
686200,26166
611670,5654
850190,9661
491950,35848
1353300,36302
1293230,3046
1293230,29951
505230,22322
2285150,42303
572890,3714
572890,41587
572890,1950
572890,8074
1324130,20449
650700,56391
2668510,41032
2668510,13389
1891700,7263
589590,9875
589590,42800
1021950,43973
1202130,48370
1290490,10992
1136160,8847
1054490,32235
515180,57505
209080,32744
360940,51857
360940,9579
298240,41017
226860,45490
2695940,54469
2194530,6720
39500,37454
879160,46361
376870,48158
2340650,59986
1426450,37837
1307890,14297
221260,49598
1895880,22977
1895880,34323
3058630,25523
40990,22490
816090,46016
1615290,4860
2426960,9803
1675900,49811
537180,32548
533300,38999
1372280,15933
1372280,47303
1372280,27349
1372280,47030
1372280,18414
2381620,14574
48220,6215
214510,49870
40950,16604
50640,51721
50620,51721
449960,48884
930210,21865
230230,27333
1273400,57878
979110,7429
462770,46668
482400,34101
1406990,33000
536270,36396
1504500,41796
331600,25466
665360,27975
2408820,16329
352720,10692
57690,20449
298610,6670
799960,26251
251150,34130
1957780,9809
384180,37446
70000,662
1927780,37231
208200,56142
266510,12333
40100,18694
1272320,13331
367580,29607
1207650,49716
252610,41014
252610,29715
446020,31831
248610,26166
351290,47045
312670,39934
598700,34896
673750,8495
212160,55557
625340,45264
378540,12254
2140020,16604
307960,161
897330,49424
1118310,27902
2677660,29600
900270,37657
589360,26982
948740,45150
1065310,16977
677160,49747
601220,38999
1745510,25422
2653790,25483
594330,42139
933820,18886
207230,9593
675260,48157
893180,1159
407130,12145
2667970,70
2667970,8499
252330,6479
2378620,37169
368370,42263
327410,17362
321360,9289
321360,38603
502520,18359
1547000,41032
1911390,27286
924140,20299
459220,15083
459220,5374
459220,364
430960,32086
430960,41723
2140510,6270
1473480,51352
520440,3469
113420,28242
1177980,13382
253430,12919
1498570,41869
2707940,20299
301910,12293
301910,21326
2457220,35104
1941780,1583
408900,18898
408900,12282
937170,44990
215530,33575
747610,29696
366090,37448
919640,15484
2229850,52803
2229850,52804
939850,46673
1126290,11299
1473350,32822
1110910,9717
39150,45310
1316680,4715
360740,32393
1122720,43798
218680,572
342180,51591
342180,24121
1846170,12040
2132850,56679
2849080,23199
3156770,48372
1239020,1169
617830,42055
281610,6205
578620,17348
1944430,17415
1062160,13825
584980,10696
304650,16055
210770,9662
410320,41649
435400,1576
435400,46878
218640,43492
632300,37028
1158940,18972
1158940,22335
